Track,Album Name,Artist,Release Date,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views
Peru,#NAME?,Fireboy DML,2020-01-01,2880,26.0,316588910,82524,14617198,62.0,276127028,1891292,94341,17340575,291943987
Haja Colï¿½ï¿½rio (feat. Hugo & Guilherme) - Ao ,Haja Colï¿½ï¿½rio (feat. Hugo & Guilherme) [Ao V,Guilherme & Benuto,2022-06-23,2871,26.0,290735048,17734,15206997,60.0,296249830,565573,51900,5612563,91683933
Just Pretend,THE DEATH OF PEACE OF MIND,Bad Omens,2022-02-25,2872,26.0,209635991,54470,8885780,71.0,26381437,281014,161246,24563445,231239811
older,older,Isabel LaRosa,2023-09-15,2870,26.0,174933335,20035,16854153,63.50158061116965,13345496,254331,1,496198,3421698
Happy Dance,Happy Dance,Elmo,2023-02-03,2889,26.0,0,0,0,63.50158061116965,323018594,550826,0,0,0
Glorious (feat. Skylar Grey),Glorious (feat. Skylar Grey),Macklemore,2017-06-15,2878,26.0,899431434,111427,17437639,72.0,345265852,3361539,277847,116647161,813589191
Alone,Black Panther: Wakanda Forever - Music From and Inspired By,Burna Boy,2022-11-04,2875,26.0,139783785,44303,5375418,63.0,37874489,402994,41400,17092754,129948415
Delicate,reputation,Taylor Swift,2017-11-10,2885,26.0,987770768,58856,33732271,75.0,593364271,4837607,33676,20092439,130537420
Labios Mordidos (with KAROL G),Labios Mordidos (with KAROL G),Kali Uchis,2023-11-24,2883,26.0,91553012,8921,15207574,63.50158061116965,48246407,514286,321,234356,0
"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]","No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",BANDIDO,2021-06-16,2892,25.9,203081704,47164,7286295,59.0,409311269,2277370,0,0,0
Ni**as In Paris,Watch the Throne (Deluxe),JAY-Z,2011-01-01,2899,25.9,1436087930,296520,56557390,76.0,444307904,3150622,37473,21427059,199117216
Be My Lover (feat. La Bouche) - 2023 Mix,Be My Lover (feat. La Bouche) [2023 Mix],Hypaton,2023-04-21,2893,25.9,136778408,38192,48561484,74.0,0,0,1937,301660,16053583
Butterfly x Boom - Remix,Butterfly x Boom (Remix),LEA,2022-01-13,2897,25.9,0,382,26476,63.50158061116965,0,0,3700884,12129705,201918963
On The Radar Freestyle,On The Radar Freestyle,Drake,2023-07-26,2894,25.9,86155124,34804,13487736,62.0,17603372,566251,4799,2344363,21751158
Forever (feat. Fridayy),It's Only Me,Lil Baby,2022-10-14,2906,25.9,101717995,43236,7266342,61.0,28422099,327967,63,1372,15743
Bang Bang,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,Jessie J,2014-01-01,2895,25.9,1336196012,120161,65089226,72.0,321959140,3114933,22465,36410479,243157936
Reminder,Starboy,The Weeknd,2016-11-25,2890,25.9,1015965940,125348,27076169,77.0,530807213,3439489,515202,51866413,445032303
"""Slut!"" (Taylor's Version) (From The Vault)",1989 (Taylor's Version),Taylor Swift,2023-10-26,2908,25.9,265932119,15133,21522387,63.50158061116965,10688311,218021,57311,24038841,148790467
icantbelieveiletyougetaway,icantbelieveiletyougetaway,aldn,2024-05-31,2896,25.9,3162942,520,4539512,63.0,247697,13414,15900,0,0
Harmless Python,INKUBATOR,Hot Lemon,2023-02-25,2905,25.9,0,0,0,63.50158061116965,307570754,3929196,0,0,0
Funk Estranho,Funk Estranho - Single,prod.67,2024-05-31,2902,25.9,3589,0,0,15.0,0,0,0,0,0
Yo No Soy Celoso,Un Verano Sin Ti,Bad Bunny,2022-05-06,2901,25.9,370800055,49381,6786167,68.0,130681979,909372,9631,12486570,123346772
Head Shoulders Knees & Toes (feat. Norma Jean Martine),Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,2020-05-08,2909,25.9,437558372,91322,17073985,65.0,131588669,803725,52346,9680657,88146717
JEALOUSY (feat. Cardi B),JEALOUSY (feat. Cardi B),Offset,2023-07-28,2907,25.9,58058696,20289,18874374,56.0,31124272,674922,8543,7585680,62820921
Clash (feat. Stormzy),Clash (feat. Stormzy),Dave,2021-07-08,2898,25.9,237619076,109634,9288222,61.0,83880421,827499,29127,12773383,121310762
Salt,Salt (The Remixes),Ava Max,2019-12-12,2891,25.9,388802420,56080,8025213,62.0,267992366,1873271,416848,90667312,1836584524
Fire On Fire,Fire On Fire,Sam Smith,2018-12-21,2900,25.9,697834321,85430,22166821,70.0,408377555,3474229,845344,162079342,1362132192
Problema,Problema,Carlos Agassi,2023-09-27,2904,25.9,125395,32,2558,63.50158061116965,0,0,1100739,21961859,325076048
Shoong! (feat. LISA of BLACKPINK),Down to Earth,TAEYANG,2023-04-25,2903,25.9,156994096,14231,5565204,61.0,147699486,22687,15086,27140570,180459570
"Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)",Leave Em Alone (with Lil Baby & City Girls feat. PnB Rock),Quality Control,2019-05-29,2931,25.8,239850720,49483,7561353,58.0,137567703,1400248,494841,93154485,592960684
Boyz In Paris (with VINAI),Boyz In Paris (with VINAI),Marnik,2023-07-28,2919,25.8,136709117,28764,62770976,73.0,5623146,62157,1046,438190,11060327
3 Nights,"Don't Forget About Me, Demos",Dominic Fike,2018-10-16,2929,25.8,987061577,170786,42953760,73.0,118458946,1182389,87128,32067807,219224269
Ngozi,Trench to Triumph,Crayon,2023-07-21,2928,25.8,48581084,11373,7780743,65.0,35448614,206819,549399,23105995,270727164
i am not who i was,i am not who i was - Single,Chance Peï¿½,2023-09-21,2910,25.8,188215390,24322,21529351,63.50158061116965,3624497,0,6448,2220665,21944041
Single Again,Single Again,Harmonize,2023-02-19,2915,25.8,0,3,4,63.50158061116965,31741874,229907,1904084,16348061,230507109
July,July,Noah Cyrus,2019-07-31,2927,25.8,977870118,115565,34759006,80.0,122949402,1540598,177051,97555124,348624319
Perro Fiel (feat. Nicky Jam),El Dorado,Shakira,2017-05-26,2911,25.8,433482670,36243,15506067,62.0,1080335262,3910533,389080,26721389,415634670
Andamos Mejor,Andamos Mejor,Los Gemelos De Sinaloa,2022-01-24,2930,25.8,209092342,22379,7376777,63.0,265900557,1262410,246700,11562330,200533647
Drag Me Down,Drag Me Down,One Direction,2015-07-31,2921,25.8,1125333823,110189,62083784,76.0,1124359897,10115690,139963,23957571,175883717
Tu Turrito,Tu Turrito,Rei,2022-05-04,2918,25.8,187818818,26770,6270168,57.0,291692983,1352658,154200,30899907,365176711
greedy,greedy (Official Video),Tate McRae,2023-09-14,2913,25.8,1256101755,0,0,63.50158061116965,0,0,0,0,0
ýýýý ýýýýýýýýýý,ýýýý ýýýýýýýýýý,ANNA ASTI,2022-06-03,2922,25.8,21081306,7633,496465,51.0,375871120,962835,31931,3332788,74908911
Meet Me At Our Spot,THE ANXIETY,THE ANXIETY,2020-03-13,2923,25.8,609716786,136864,31328182,69.0,280056,4102,182019,153184031,1195714328
Get Off The Wall,Get Off The Wall,Philly Goats,2023-06-02,2926,25.8,8470479,2776,1823591,43.0,8291412,112395,1400151,60596180,503891783
It'll Be Okay,It'll Be Okay,Shawn Mendes,2021-12-01,2925,25.8,344658498,61117,28999986,65.0,114495950,2357556,130670,165436212,1514925086
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)",La Pantera,2022-01-14,2924,25.8,283228006,63076,8936948,62.0,169044728,998010,147165,84459330,906688195
Stereo Hearts (feat. Adam Levine),Megahits 2012 - Die Erste,Gym Class Heroes,2011-01-01,2916,25.8,1318596835,240081,51289471,74.0,1141964928,11343690,409892,126261133,1056131649
Number 2,Number 2 / Never Last,Lil Tecca,2024-05-03,2914,25.8,20742763,3204,22484728,63.50158061116965,0,0,0,0,0
Tuesday (feat. Drake),Tuesday (feat. Drake),ILOVEMAKONNEN,2014-09-01,2912,25.8,242892279,50948,9808482,56.0,11099856,107229,66764,15206207,106882417
Killshot,Killshot,Eminem,2018-09-19,2920,25.8,415971193,67750,12353206,66.0,596108481,7991689,22969,10336311,119866465
Cartï¿½ï¿½o B,Cartï¿½ï¿½o B,MC Caverinha,2023-05-11,2917,25.8,143421339,23431,7023908,63.0,108239669,1037417,40500,12310702,125638371
Jai Jai Shivshankar (The Unwind Mix),The Unwind Mix,Benny Dayal,2022-05-07,2945,25.7,6355,1,12,63.50158061116965,490930106,2737821,0,0,0
Fuck Niggaz,Fuck Niggaz,YoungBoy Never Broke Again,2024-02-06,2937,25.7,11393565,3743,3570364,63.50158061116965,8173541,207558,0,0,0
Drama (feat. Drake),Exis,Roy Woods,2015-07-31,2932,25.7,497826683,86867,18364841,64.0,83526342,699022,100693,22169211,178226220
Entre Nosotros,Entre Nosotros,Tiago PZK,2021-07-08,2935,25.7,472107491,65462,8388402,63.0,221630313,1721936,121905,37557078,295962547
Lucky You (feat. Joyner Lucas),Kamikaze,Eminem,2018-08-31,2944,25.7,709560621,98164,26325717,68.0,478624672,5771617,3776,1994779,19887287
Casanova,Casanova,Soolking,2023-12-07,2940,25.7,68705759,12259,10918400,73.0,31447677,196411,0,1130,111700
Fruto,en dormir sin Madrid,Bizarrap,2023-10-03,2938,25.7,188131570,21455,9973821,63.50158061116965,23791636,267266,3639,867907,13208632
Bandana,Bandana,Fireboy DML,2022-07-13,2934,25.7,118971684,31855,4511954,63.0,14545093,88499,1215978,15330860,169166011
the perfect pair,Beatopia,beabadoobee,2022-07-15,2936,25.7,230129740,56091,10688364,72.0,34590747,614842,93552,53961135,369833975
F.N.F. (Let's Go),F.N.F. (Let's Go) - Single,Hitkidd,2022-05-03,2948,25.7,68460285,16340,2772856,54.0,107349472,1053855,75908,44299693,301331608
Falling Angel,Falling Angel,HCTM,2022-08-13,2942,25.7,72997,79,42003,14.0,32345,813,2800259,54293951,1159454840
Sofia,Sofia,Clairo,2019-07-26,2946,25.7,728920951,143829,36926488,74.0,168855750,2336018,107125,55770176,313505897
Speed Drive (From Barbie The Album),Speed Drive (From Barbie The Album),Charli xcx,2023-06-29,2943,25.7,222975612,22763,17412929,67.0,22571591,343660,163194,71994032,770931522
A N X I E T Y (feat. Doechii),Boy Meets World,Sleepy Hallow,2023-09-15,2939,25.7,63607535,28203,6565433,63.50158061116965,7769494,107161,7102,2436874,21062791
Forever,Euphoria (Original Score from the HBO Series),Labrinth,2019-10-04,2949,25.7,321892912,74664,17317980,62.0,71926168,1129180,3600000,905260724,11338513351
SLUT ME OUT 2,SLUT ME OUT 2,NLE Choppa,2024-04-12,2947,25.7,21488710,2617,7228064,72.0,0,0,0,329169,2503565
He Ya Pyar Sajena,He Ya Pyar Sajena,TOADI,2022-09-30,2941,25.7,3574,3,20,1.0,0,0,2605592,7545187,312937612
Silent Hill,Mr. Morale & The Big Steppers,Kendrick Lamar,2022-05-13,2933,25.7,151507054,63279,7054692,63.0,46312741,658950,4105,2019515,19198685
The Autotrem 1.0,The Autotrem 1.0 - Single,DJ RICK 013,2023-06-08,2950,25.7,45821951,10088,13570884,63.0,30710090,461516,924639,47616112,637314253
Revenge,Revenge,XXXTENTACION,2017-05-18,2955,25.6,1356969354,13248,2447818,53.0,74514608,1012321,0,0,0
Attention,NewJeans 1st EP 'New Jeans',NewJeans,2022-08-01,2962,25.6,384965888,32389,10240290,72.0,174618135,3601820,107394,93982619,745435770
Spring Snow,"Lovely Runner, Pt. 8 (Original Soundtrack)",10CM,2024-05-14,2968,25.6,18800716,1180,12952009,73.0,7398997,168846,0,0,0
Tshwala Bam (feat. S.N.E) - Remix,Tshwala Bam (feat. S.N.E) [Remix],TitoM,2024-05-12,2957,25.6,13092462,1818,13699750,75.0,0,0,0,0,0
Halls na Lï¿½ï¿½,Halls na Lï¿½ï¿½,Kadu Martins,2023-03-24,2969,25.6,150516046,13034,10626005,63.0,146315225,673901,288400,23319532,269119367
21 Reasons (feat. Ella Henderson),21 Reasons (feat. Ella Henderson),Nathan Dawe,2022-04-29,2964,25.6,305830522,49204,75701853,70.0,33342986,195870,9907,3779521,88167309
Yeshua (dance cruise),YESHUA (dance cruise) - Single,Dj Bentoa,2023-04-22,2975,25.6,4546579,2741,77751,3.0,2359297,31587,1500000,12810334,242636617
Zaalim,Zaalim,Badshah,2024-02-24,2966,25.6,7682285,243,651177,63.50158061116965,63874916,507287,0,0,0
Aa,Aa,Roach Killa,2023-09-28,2963,25.6,22552299,1850,2721792,63.50158061116965,136381379,1340784,0,0,0
Rojo,Rojo,J Balvin,2020-02-27,2970,25.6,606603985,69772,18110265,68.0,411037239,3771065,220606,11033545,118448922
Wonder,Wonder,Shawn Mendes,2020-10-02,2965,25.6,595220757,70162,30030265,63.0,147218521,3004385,240319,98444287,783096025
Search Bar,Search Bar,NANI,2023-03-17,2971,25.6,6610,15,122,63.50158061116965,291003266,1151687,0,0,0
Muï¿½ï¿½ekita (with El Alfa & JT from City Gi,Muï¿½ï¿½ekita (with El Alfa & JT from City Gi,Kali Uchis,2023-08-04,2967,25.6,96105220,17341,10481728,60.0,40245884,594327,253268,62889421,531122265
Midnight City,"Hurry Up, We're Dreaming",M83,2011-01-01,2954,25.6,1081517243,260318,54789811,72.0,82397805,1125466,198377,93354945,1010922723
Better Together,What You See Is What You Get,Luke Combs,2019-11-08,2953,25.6,356603747,49050,9648670,69.0,177522757,963031,230846,40924132,290236180
Sal y Perrea,42,Sech,2021-04-15,2952,25.6,266525796,49242,13991180,57.0,195376978,1221210,1345600,137030763,1268200579
IDGAF (feat. Chris Brown and Mariah the Scientist),Tee's Coney Island,Tee Grizzley,2023-11-02,2973,25.6,20520983,65,29213,63.50158061116965,0,0,0,0,0
drunk text,drunk text,Henry Moodie,2023-01-27,2961,25.6,238841927,21346,34578100,81.0,116840454,948904,20779,4155809,75170850
UNA NOCHE EN MEDELLï¿½ï¿½N - R,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,2023-08-10,2959,25.6,192439879,16960,28438488,73.0,53961405,347263,84218,8041478,134541936
Ginza,Ginza,J Balvin,2015-06-23,2974,25.6,521328627,64734,21473531,70.0,1067816466,5198462,33185,18603137,122727381
Hari Hari Odhani,Hari Hari Odhani,Pawan Singh,2022-11-04,2960,25.6,35308201,954,297281,58.0,344702201,2125668,3992,67043,825399
AM Remix,AM Remix,Nio Garcia,2021-06-24,2956,25.6,571325612,91249,39134041,66.0,71477120,340270,50,995,20390
Baby Me Atende,Baby Me Atende,Matheus Fernandes,2021-02-26,2951,25.6,258464933,26029,9231717,50.0,544475392,2878528,140939,9191410,150293932
Hello Koun,Hello Koun,Ritesh Pandey,2019-12-09,2972,25.6,4078322,178,28394,18.0,987792547,3856264,38386,947262,10568686
La Jeepeta,La Jeepeta,Nio Garcia,2020-01-02,2958,25.6,80772450,17494,2936226,45.0,863475923,3921294,10800,3668888,24174846
Jumpman,What A Time To Be Alive,Drake,2015-09-20,2994,25.5,820380309,115960,29602345,64.0,148373482,954330,1239950,5335752,33118908
Creatures in Heaven,Creatures In Heaven,Glass Animals,2024-04-03,2979,25.5,18564601,3063,11762071,63.50158061116965,1512853,39971,0,0,0
die,die,lucidbeatz,2023-03-03,2991,25.5,28779088,5564,1998350,61.0,2872410,63751,1711764,155337385,1580363321
Late At Night,Late At Night,Roddy Ricch,2021-06-04,2990,25.5,257661585,97161,10116206,56.0,23225337,276490,48458,21485493,187075625
Blank Space (Taylor's Version),1989 (Taylor's Version),Taylor Swift,2023-10-26,2992,25.5,177731392,12908,25416651,63.50158061116965,15781241,283039,22100,1905153,20466555
Dancing in My Room,Dancing in My Room,347aidan,2020-10-26,2976,25.5,335188091,86549,11975787,61.0,122687107,2529521,1154302,413677323,3434097182
Wild Ones (feat. Sia),Good Feeling EP,Flo Rida,2011-01-01,2983,25.5,886640358,144242,105513240,76.0,692934603,2793210,12066,6695657,42235895
Heartless (feat. Morgan Wallen),Heartless (feat. Morgan Wallen),Diplo,2019-08-16,2977,25.5,548333714,58410,13060330,77.0,191331224,1256178,91540,32004747,256819834
CAKE,KILL MY DOUBT,ITZY,2023-07-31,2981,25.5,73213687,7423,2784630,62.0,132379481,1601412,66945,57624378,348717938
I AM WOMAN,I AM WOMAN,Emmy Meli,2021-11-19,2993,25.5,257984057,57742,17194990,62.0,23407759,341367,952346,229098695,2037905390
THUNDER Y LIGHTNING,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,2988,25.5,96595281,22799,6473640,63.50158061116965,23983245,280298,0,0,0
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Ivory,Omar Apollo,2022-04-08,2986,25.5,331332225,63568,40680913,71.0,48857418,519822,231208,151059649,1181420700
Personal,Talk To Ya - EP,HRVY,2017-11-30,2987,25.5,314089265,33163,7584060,58.0,355189118,4288854,5531271,130863210,940593293
Lionheart (Fearless),Lionheart (Fearless),Joel Corry,2022-10-21,2985,25.5,110545738,19914,24272196,62.0,23040928,130379,1731,355693,6584480
Nevermind,Nevermind,Dennis Lloyd,2016-12-05,2980,25.5,968235402,159175,41317887,72.0,180977641,1207787,131,341500,5826772
Needle (feat. Drake),Pink Friday 2,Nicki Minaj,2023-12-08,2982,25.5,70351205,16234,8057395,63.50158061116965,5380786,100456,0,180200,1100000
Dale Don Dale,Dale Don Dale,ElMusto,2024-05-17,2978,25.5,14289955,745,4805106,71.0,10933199,73479,0,0,0
Slow Hands,Slow Hands,Niall Horan,2017-05-04,2989,25.5,946043494,75100,29425699,70.0,304206080,3528279,517581,15059403,93693477
I Wrote The Book,3 Songs At A Time Sampler,Morgan Wallen,2023-01-31,2984,25.5,140137839,23619,2972229,64.0,22406782,129416,19912,4142242,47494771
It's Plenty,"Love, Damini",Burna Boy,2022-07-01,3000,25.4,134909945,52025,5536233,62.0,84020549,655144,186414,18776554,282521651
sneaky,american dream,21 Savage,2024-01-12,3005,25.4,54062895,14363,8542239,63.50158061116965,8912416,129552,0,0,0
Magnolia,Playboi Carti,Playboi Carti,2017-04-14,3002,25.4,834795353,187620,29767336,73.0,282798008,3373020,39692,13117729,111426969
Moletom,MOLETOM - Single,Luan Pereira,2023-06-29,3004,25.4,139669652,9634,9093959,39.0,138602281,827735,0,0,0
Now That We Don't Talk (Taylor's Version) (From The Vault),1989 (Taylor's Version),Taylor Swift,2023-10-26,2999,25.4,269790122,15686,16083942,63.50158061116965,15244891,196230,0,6869584,66176311
Hot N Cold,NOW 29,Katy Perry,2008-01-01,2998,25.4,886077008,154757,77671100,69.0,1332106664,6819005,1577918,214177361,2238389974
Matilda,Harry's House,Harry Styles,2022-05-20,3003,25.4,502585349,64618,37636137,72.0,50100652,768251,98069,68560234,395014106
Why'd You Only Call Me When You're High?,Why''d You Only Call Me When You''re High?,Arctic Monkeys,2013-01-01,3008,25.4,1687828519,272010,71727595,80.0,527397003,5344645,8490,8308615,45596295
Beauty And A Beat,Believe,Justin Bieber,2012-01-01,3001,25.4,827079737,123017,55637959,74.0,1187480897,7482380,67246,56945911,401762489
GIRL LIKE ME,Translation,Black Eyed Peas,2020-06-18,2996,25.4,529297852,818,139276,29.0,791895421,5811346,0,0,0
Khalasi | Coke Studio Bharat,Khalasi | Coke Studio Bharat,Aditya Gadhvi,2023-07-05,2995,25.4,45526343,6003,1405864,59.0,159627251,2001280,29800,1623490,34961102
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý Feat.IIVY B,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (feat. IIVY B) - Single,bonnadol,2022-07-15,3006,25.4,9045662,2307,416469,39.0,0,0,2800000,137742080,1523347880
Chyba ï¿½ï¿½e z T,Chyba ï¿½ï¿½e z T,MODELKI,2024-04-04,3010,25.4,20661452,1206,2480648,69.0,30566261,214059,0,0,0
Never Be the Same,Never Be the Same,Camila Cabello,2017-12-17,2997,25.4,862685616,66559,20300133,71.0,508394938,5627488,178251,89611820,665573579
If I Can't Have You,Shawn Mendes (Deluxe),Shawn Mendes,2018-05-25,3007,25.4,1015502663,82046,26967760,67.0,290850550,4987421,30575,20265254,102264948
Chica Ideal,Chica Ideal,Sebastian Yatra,2020-10-16,3009,25.4,494889776,54042,14455796,63.0,369062658,2399193,340064,36220539,308973919
august,folklore,Taylor Swift,2020-07-24,3016,25.3,1101296591,84267,76240482,79.0,143962401,1331866,640459,106537532,779402493
Doomsday,Doomsday,Juice WRLD,2023-06-23,3019,25.3,78001581,40820,8704480,60.0,0,0,0,0,0
Body Moving,Body Moving,Eliza Rose,2023-11-17,3015,25.3,40047588,9525,44892824,63.50158061116965,2471348,25676,0,0,0
FANCY,FANCY YOU,TWICE,2019-04-22,3012,25.3,475639302,35569,9534989,67.0,816491835,8286772,211996,68075809,423648556
MODERN JAM,UTOPIA,Travis Scott,2023-07-28,3023,25.3,104724143,33500,4843707,65.0,19688739,200663,2553,1537450,99508915
I'm an Albatraoz,Full Circle: The Live Anthology,AronChupa,2011-11-20,3011,25.3,568692309,122845,20445148,66.0,1631093608,13001577,322088,36083677,431870913
Seya,Les derniï¿½ï¿½res volontï¿½ï¿½s de Mozart (S,SativaMusic,2022-12-02,3017,25.3,159144858,35171,7779465,64.0,106347047,622153,68170,18218057,239495826
La Familia Dedo de Cuquï¿½,La Familia Dedo de Cuquï¿½ï¿½n - Si,Cleo y Cuquï¿½ï¿½n - Familia Tele,2023-12-10,3022,25.3,3560,0,0,63.50158061116965,119311487,439743,0,0,0
Maybach (feat. Future),Free Dem Boyz,42 Dugg,2021-05-21,3014,25.3,75717094,34136,5124318,55.0,216661579,1234087,24023,4773399,50774936
Epidemic,Epidemic,Polo G,2020-09-25,3013,25.3,171728710,72794,6961853,56.0,121946777,1186806,13022,826564,8566421
BOUNCY (K-HOT CHILLI PEPPERS),THE WORLD EP.2 : OUTLAW,ATEEZ,2023-06-16,3024,25.3,95981326,10042,3932343,66.0,143134654,1478912,42200,14351920,69044436
Liquor & Cigarettes (feat. ArrDee),Liquor & Cigarettes (feat. ArrDee),Chase & Status,2023-09-15,3021,25.3,44316864,24103,5837265,63.50158061116965,10388436,105979,0,0,0
pa,pa - Single,TINI,2024-04-01,3020,25.3,29604808,1636,6683447,72.0,28828792,677113,0,0,0
My Type,ICY,Saweetie,2019-03-29,3018,25.3,390907316,59994,18611146,67.0,302144296,3625031,1064153,248584113,2849728835
